                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 1.6567,                 3.8674,                 1.7339,                 1.5284,                0.11012,                0.23077,                0.04362,                0.01735,                0.06466,                0.07692,                0.01212,                0.00245,                 2.4026,                 6.0373,                 3.2176,                 2.1902,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.6613,                 3.9949,                 1.8914,                 1.5144,                0.09209,                0.23077,                0.06359,                0.01685,                0.02613,                0.07692,                0.00554,                0.00091,                 2.6606,                 6.0549,                 3.3011,                  2.331,               0.004951,               0.004951,               0.004951
                    104,                 1.5061,                  3.616,                 1.6592,                 1.4049,                0.09209,                0.23077,                0.06359,                0.01685,                0.02613,                0.07692,                0.00554,                0.00091,                 2.6606,                 6.0549,                 3.3011,                  2.331,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.4795,                 3.7114,                 1.6675,                 1.4904,                0.41114,                0.07692,                0.07508,                0.01989,                0.00056,                0.07692,                0.00185,                0.00019,                  2.673,                 6.8425,                  3.413,                 2.4073,               0.004852,               0.004852,               0.004852
                    106,                 1.5796,                 3.5358,                 1.6425,                 1.4563,                0.41114,                0.07692,                0.07508,                0.01989,                0.00056,                0.07692,                0.00185,                0.00019,                  2.673,                 6.8425,                  3.413,                 2.4073,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.5552,                 3.7717,                 1.5794,                 1.4148,                0.04519,                0.15385,                0.02434,                0.00645,                0.32083,                0.07692,                0.04161,                0.00832,                 3.6029,                 6.6612,                 3.5895,                 3.7033,               0.004753,               0.004753,               0.004753
                    108,                 1.6147,                 4.1927,                 1.8115,                 1.3861,                0.04519,                0.15385,                0.02434,                0.00645,                0.32083,                0.07692,                0.04161,                0.00832,                 3.6029,                 6.6612,                 3.5895,                 3.7033,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.7811,                 3.6112,                 1.7314,                 1.5236,                0.04452,                0.15385,                0.03489,                0.00854,                0.01862,                0.07692,                0.00383,                0.00064,                 3.4157,                 7.5877,                  3.355,                  3.319,               0.004654,               0.004654,               0.004654
                    110,                 1.5804,                 3.2458,                 1.6718,                  1.555,                0.04452,                0.15385,                0.03489,                0.00854,                0.01862,                0.07692,                0.00383,                0.00064,                 3.4157,                 7.5877,                  3.355,                  3.319,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.6057,                 3.8925,                 1.6703,                 1.4765,                0.33738,                0.07692,                0.07436,                0.01572,                0.00167,                0.23077,                0.00367,                0.00045,                 2.6431,                 6.9754,                 3.1328,                 2.3014,               0.004555,               0.004555,               0.004555
                    112,                 1.5447,                 3.3096,                 1.5487,                  1.432,                0.33738,                0.07692,                0.07436,                0.01572,                0.00167,                0.23077,                0.00367,                0.00045,                 2.6431,                 6.9754,                 3.1328,                 2.3014,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.5505,                 3.2884,                 1.6773,                 1.3833,                0.38939,                0.15385,                0.15822,                0.02716,                0.19194,                0.07692,                 0.0252,                0.00454,                 2.7042,                 6.5069,                 3.2528,                 2.1721,               0.004456,               0.004456,               0.004456
                    114,                 1.5007,                 3.2952,                 1.8015,                 1.4349,                0.38939,                0.15385,                0.15822,                0.02716,                0.19194,                0.07692,                 0.0252,                0.00454,                 2.7042,                 6.5069,                 3.2528,                 2.1721,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.5689,                 3.6731,                  1.721,                 1.4685,                0.22948,                0.30769,                0.11818,                 0.0234,                0.07033,                0.15385,                 0.0256,                0.00263,                  2.859,                 6.6482,                 3.3359,                  2.399,               0.004357,               0.004357,               0.004357
                    116,                 1.5044,                 3.9431,                 1.7066,                 1.4176,                0.22948,                0.30769,                0.11818,                 0.0234,                0.07033,                0.15385,                 0.0256,                0.00263,                  2.859,                 6.6482,                 3.3359,                  2.399,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.5163,                 3.8913,                 1.6257,                 1.4484,                0.12709,                0.15697,                 0.0796,                0.01834,                0.14159,                0.07692,                 0.0257,                0.00429,                 2.6857,                 5.8342,                 3.3203,                 2.2654,               0.004258,               0.004258,               0.004258
                    118,                 1.4584,                 3.9165,                 1.5833,                 1.3796,                0.12709,                0.15697,                 0.0796,                0.01834,                0.14159,                0.07692,                 0.0257,                0.00429,                 2.6857,                 5.8342,                 3.3203,                 2.2654,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.5788,                 3.7226,                 1.7169,                 1.5016,                0.07277,                0.07692,                0.01959,                0.00764,                0.00111,                0.15385,                0.00287,                0.00045,                 3.2839,                 6.2191,                 3.5593,                 3.1258,               0.004159,               0.004159,               0.004159
                    120,                 1.4143,                 3.2187,                 1.5395,                 1.3627,                0.07277,                0.07692,                0.01959,                0.00764,                0.00111,                0.15385,                0.00287,                0.00045,                 3.2839,                 6.2191,                 3.5593,                 3.1258,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.5341,                 3.3431,                 1.8346,                 1.5157,                0.08299,                0.07692,                0.01516,                0.00524,                0.00111,                0.15385,                0.00095,                0.00018,                  3.315,                 5.9629,                 3.5228,                 3.0107,                0.00406,                0.00406,                0.00406
